Port1,Port2,Port3,Port4,AtmArm,AirLock1,AirLock2,TransferChamber,PM1,PM2,PM3,PM4,PM5,PM6,Throughput ,ActionCode
0,0,0,0,0,1,1,1,3,3,3,3,1,3,68.6695,310100
1,0,0,0,1,1,0,1,3,3,0,0,3,1,68.6695,310100
1,0,0,0,1,1,1,1,0,1,3,2,3,3,68.6695,310100
0,0,0,0,0,1,1,1,1,3,3,3,3,0,68.6695,310100
1,0,0,0,1,1,1,1,1,0,3,3,3,3,68.6695,310100
1,0,0,0,1,1,1,1,3,3,3,0,3,0,68.6695,310100
1,0,0,0,0,1,0,0,0,0,0,3,0,0,68.6695,387
1,0,0,0,0,1,2,0,0,3,3,3,3,3,68.6695,387
0,0,0,0,0,1,1,1,3,3,3,3,0,1,68.6695,310100
1,0,0,0,0,1,0,0,0,3,3,3,3,3,68.6695,310100
0,0,0,0,1,1,0,0,3,0,3,3,3,3,68.6695,310100
1,0,0,0,0,1,2,0,3,3,3,2,0,3,68.6695,397
1,0,0,0,1,1,0,0,0,3,3,3,3,3,68.6695,378
0,0,0,0,1,1,0,0,3,3,3,3,3,0,68.6695,379
0,0,0,0,1,1,1,0,2,2,2,3,2,2,68.6695,379
1,0,0,0,1,1,0,0,0,0,0,3,0,0,68.6695,370
1,0,0,0,1,1,1,0,0,3,3,3,3,3,68.6695,370
1,0,0,0,1,1,1,0,3,3,3,2,0,3,68.6695,370
0,0,0,0,1,1,0,1,3,3,3,3,0,3,68.6695,310100
0,0,0,0,0,1,1,1,0,0,0,3,0,3,68.6695,310100
0,0,0,0,0,1,0,0,3,3,3,3,3,0,68.6695,307
0,0,0,0,0,1,1,0,2,2,2,3,2,2,68.6695,307
0,0,0,0,0,1,1,1,0,3,1,3,3,3,68.6695,307
0,0,0,0,0,1,1,1,3,0,3,3,3,0,68.6695,310100
0,0,0,0,0,1,1,1,3,0,3,3,0,0,68.6695,310100
0,0,0,0,1,1,0,1,1,3,3,3,3,0,68.6695,310101
1,0,0,0,0,1,1,0,3,0,3,3,0,0,68.6695,387
1,0,0,0,1,1,1,1,1,3,3,3,3,0,68.6695,310101
0,0,0,0,1,1,1,1,1,3,2,3,2,3,68.6695,310101
1,0,0,0,0,1,1,0,3,3,3,3,3,0,68.6695,397
1,0,0,0,1,1,1,0,1,3,0,0,3,3,68.6695,310101
1,0,0,0,1,1,2,0,1,3,3,3,3,0,68.6695,378
0,0,0,0,1,1,2,0,3,3,3,3,0,3,68.6695,378
0,0,0,0,1,1,0,0,3,3,3,3,3,0,68.6695,379
1,0,0,0,1,1,0,0,3,3,3,3,3,0,68.6695,370
1,0,0,0,1,1,1,0,3,0,3,3,0,0,68.6695,370
0,0,0,0,1,1,1,1,1,0,3,3,3,3,68.6695,310101
0,0,0,0,0,1,0,1,1,0,3,1,3,3,68.6695,310101
1,0,0,0,1,1,1,1,1,3,3,3,0,3,68.6695,310101
1,0,0,0,1,1,0,1,1,3,3,3,3,0,68.6695,307
1,0,0,0,1,1,0,1,1,3,3,3,3,0,68.6695,307
1,0,0,0,1,1,0,1,1,3,3,3,3,0,68.6695,307
1,0,0,0,1,1,0,1,1,3,3,3,3,0,68.6695,307
1,0,0,0,1,1,0,1,1,3,3,3,3,0,68.6695,307
1,0,0,0,1,1,0,1,1,3,3,3,3,0,68.6695,307
1,0,0,0,1,1,0,1,1,3,3,3,3,0,68.6695,307
1,0,0,0,1,1,0,1,1,3,3,3,3,0,68.6695,307
0,0,0,0,0,1,0,1,1,3,3,3,3,0,68.6695,307
0,0,0,0,0,1,1,0,0,3,3,3,3,3,68.6695,307
0,0,0,0,0,1,1,1,3,3,3,3,0,3,68.6695,307
0,0,0,0,1,1,1,1,1,3,2,3,2,2,68.6695,310101
1,0,0,0,0,1,1,1,1,3,3,2,0,3,68.6695,310101
1,0,0,0,1,1,1,1,1,3,3,3,3,0,68.6695,310101
0,0,0,0,1,1,1,1,1,2,3,3,3,2,68.6695,310101
1,0,0,0,1,1,1,1,1,3,3,3,0,3,68.6695,310101
1,0,0,0,0,1,1,0,3,3,3,3,3,3,68.6695,387
0,0,0,0,1,1,0,1,0,1,3,3,3,3,68.6695,310102
0,0,0,0,0,1,2,1,2,1,2,2,2,2,68.6695,310102
1,0,0,0,0,1,2,0,3,1,0,3,3,3,68.6695,397
1,0,0,0,1,1,1,0,3,3,0,3,3,3,68.6695,397
1,0,0,0,1,1,0,0,3,3,0,3,3,3,68.6695,397
1,0,0,0,1,1,0,0,3,3,0,3,3,3,68.6695,397
1,0,0,0,1,1,0,0,3,3,0,3,3,3,68.6695,397
1,0,0,0,1,1,0,0,3,3,0,3,3,3,68.6695,397
1,0,0,0,1,1,0,0,3,3,0,3,3,3,68.6695,397
1,0,0,0,1,1,0,0,3,3,0,3,3,3,68.6695,397
1,0,0,0,1,1,0,0,3,3,0,3,3,3,68.6695,397
1,0,0,0,0,1,2,0,3,3,0,3,3,3,68.6695,397
0,0,0,0,1,1,0,1,0,1,3,3,3,3,68.6695,310102
0,0,0,0,1,1,0,1,3,3,1,3,2,2,68.6695,378
0,0,0,0,1,1,1,0,2,3,2,2,2,2,68.6695,378
0,0,0,0,1,1,1,0,3,2,3,3,3,2,68.6695,379
1,0,0,0,1,1,1,1,3,1,0,3,3,3,68.6695,370
1,0,0,0,1,1,1,0,3,3,3,3,3,3,68.6695,370
1,0,0,0,1,1,1,0,3,3,0,3,3,3,68.6695,370
0,0,0,0,1,1,1,1,3,1,3,3,3,3,68.6695,310102
0,0,0,0,1,1,0,1,3,1,0,2,3,3,68.6695,310102
0,0,0,0,0,1,1,1,2,1,2,3,2,2,68.6695,310102
0,0,0,0,0,1,1,1,1,2,3,3,3,2,68.6695,307
0,0,0,0,0,1,2,0,3,3,2,3,2,2,68.6695,307
0,0,0,0,0,1,0,1,2,3,2,2,2,2,68.6695,307
0,0,0,0,0,1,0,1,3,1,3,0,3,2,68.6695,310102
1,0,0,0,0,1,1,1,0,1,3,2,3,3,68.6695,310102
0,0,0,0,0,1,1,1,3,1,0,3,3,3,68.6695,310102
0,0,0,0,1,1,1,1,3,1,3,3,3,3,68.6695,310102
1,0,0,0,1,1,1,1,3,1,3,3,3,3,68.6695,310102
0,0,0,0,0,1,1,1,3,3,1,3,2,2,68.6695,310103
0,0,0,0,0,1,2,1,3,3,1,3,2,3,68.6695,310103
0,0,0,0,1,1,0,1,3,0,1,3,3,3,68.6695,310103
1,0,0,0,1,1,1,1,3,3,1,0,3,3,68.6695,310103
0,0,0,0,0,1,1,1,2,2,1,3,3,2,68.6695,310103
1,0,0,0,0,1,2,1,3,0,1,2,3,3,68.6695,310103
1,0,0,0,0,1,1,1,3,0,3,3,3,3,68.6695,397
1,0,0,0,0,1,2,0,3,3,3,3,0,3,68.6695,397
1,0,0,0,0,1,2,0,3,3,3,3,3,3,68.6695,397
1,0,0,0,1,1,1,1,3,0,1,3,3,3,68.6695,310103
1,0,0,0,1,1,0,1,3,3,3,0,0,1,68.6695,378
0,0,0,0,1,1,0,1,2,1,2,3,2,2,68.6695,378
1,0,0,0,1,1,1,1,3,0,1,2,3,3,68.6695,379
1,0,0,0,1,1,0,0,3,0,3,3,3,3,68.6695,370
1,0,0,0,1,1,1,0,3,3,3,3,0,3,68.6695,370
1,0,0,0,1,1,1,0,3,3,3,3,3,3,68.6695,370
0,0,0,0,0,1,1,1,3,3,1,3,3,0,68.6695,310103
1,0,0,0,1,1,0,1,0,3,1,3,3,3,68.6695,310103
0,0,0,0,0,1,1,1,3,3,3,0,0,1,68.6695,307
0,0,0,0,1,1,1,0,2,2,2,3,2,2,68.6695,307
0,0,0,0,0,1,1,0,2,2,2,3,2,2,68.6695,307
0,0,0,0,0,1,1,1,3,0,1,2,3,3,68.6695,307
1,0,0,0,1,1,1,1,3,3,1,1,3,3,68.6695,310103
0,0,0,0,1,1,1,1,2,2,2,3,1,2,68.6695,310104
1,0,0,0,0,1,1,1,3,3,3,3,1,3,68.6695,310104
1,0,0,0,0,1,2,0,3,0,3,1,3,3,68.6695,387
1,0,0,0,0,1,1,0,3,3,0,0,3,3,68.6695,387
0,0,0,0,0,1,2,1,0,3,3,3,1,3,68.6695,310104
0,0,0,0,1,1,1,0,3,0,3,3,3,3,68.6695,378
1,0,0,0,1,1,0,1,0,1,3,2,3,3,68.6695,378
1,0,0,0,1,1,1,1,3,1,0,1,3,3,68.6695,370
1,0,0,0,1,1,1,0,3,3,0,0,3,3,68.6695,370
0,0,0,0,0,1,0,1,1,0,3,3,3,3,68.6695,307
0,0,0,0,0,1,1,1,0,1,3,2,3,3,68.6695,307
1,0,0,0,1,1,1,1,0,3,3,3,1,3,68.6695,310104
0,0,0,0,1,1,1,1,3,3,3,0,1,2,68.6695,310104
1,0,0,0,1,1,1,1,3,0,3,3,1,3,68.6695,310104
1,0,0,0,1,1,1,1,3,3,3,1,1,0,68.6695,310104
0,0,0,0,0,1,2,0,3,0,3,3,1,1,68.6695,310104
1,0,0,0,0,1,1,1,3,3,3,3,1,3,68.6695,310104
0,0,0,0,0,1,2,0,3,0,3,3,1,3,68.6695,310104
1,0,0,0,1,1,1,1,3,3,0,3,3,1,68.6695,310105
1,0,0,0,0,1,1,0,0,0,0,3,3,3,68.6695,387
1,0,0,0,0,1,2,0,0,3,3,0,3,3,68.6695,397
0,0,0,0,1,1,2,0,3,3,0,2,3,3,68.6695,378
0,0,0,0,1,1,2,0,1,3,0,0,0,1,68.6695,378
1,0,0,0,1,1,1,0,3,3,3,2,0,3,68.6695,379
1,0,0,0,1,1,1,1,0,0,0,3,0,3,68.6695,370
1,0,0,0,1,1,0,0,0,3,3,0,3,3,68.6695,370
1,0,0,0,0,1,1,0,3,3,0,1,3,1,68.6695,310105
0,0,0,0,0,1,2,1,3,3,3,0,3,1,68.6695,310105
0,0,0,0,1,1,0,1,3,3,0,3,3,1,68.6695,310105
1,0,0,0,1,1,1,1,3,1,0,1,3,3,68.6695,307
1,0,0,0,1,1,1,1,3,1,0,1,3,3,68.6695,307
0,0,0,0,0,1,0,1,3,1,0,1,3,3,68.6695,307
0,0,0,0,0,1,2,0,1,3,0,0,0,1,68.6695,307
0,0,0,0,0,1,1,1,1,3,3,2,0,3,68.6695,307
0,0,0,0,0,1,0,1,3,0,3,3,3,1,68.6695,310105
1,0,0,0,0,1,0,1,3,3,3,0,0,1,68.6695,310105
0,0,0,0,0,1,2,1,2,3,2,1,2,1,68.6695,310105
1,0,0,0,1,1,1,1,0,3,3,1,3,1,68.6695,310105
0,0,0,0,1,1,2,0,3,3,3,3,0,3,68.6695,387
0,0,0,0,0,1,1,0,3,3,3,3,0,3,68.6695,387
0,0,0,0,1,1,1,0,0,3,3,3,3,3,68.6695,310106
1,0,0,0,0,1,1,0,0,0,0,3,0,0,68.6695,397
0,0,0,0,0,1,1,1,2,2,2,3,2,2,68.6695,310106
1,0,0,0,1,1,1,0,3,3,3,3,3,0,68.6695,378
1,0,0,0,1,1,0,1,3,3,3,3,1,3,68.6695,378
1,0,0,0,1,1,0,0,0,0,0,3,0,0,68.6695,370
0,0,0,0,1,1,1,0,3,3,3,3,0,3,68.6695,370
1,0,0,0,0,1,2,1,0,3,3,3,3,3,68.6695,310106
1,0,0,0,0,1,1,1,3,3,3,3,0,3,68.6695,310106
0,0,0,0,1,1,1,1,3,3,0,3,3,3,68.6695,310106
1,0,0,0,0,1,1,1,3,3,3,0,3,0,68.6695,310106
0,0,0,0,0,1,0,1,1,3,3,3,3,0,68.6695,307
1,0,0,0,0,1,1,1,3,3,3,3,1,3,68.6695,307
0,0,0,0,0,1,1,1,3,3,3,0,3,2,68.6695,310106
1,0,0,0,0,1,2,1,3,3,3,0,3,0,68.6695,310106
0,0,0,0,0,1,1,0,3,3,3,3,0,3,68.6695,310106
1,0,0,0,0,1,1,0,3,0,3,3,3,3,68.6695,387
1,0,0,0,0,1,1,1,3,0,3,3,0,0,68.6695,397
1,0,0,0,1,1,0,0,0,3,3,3,3,3,68.6695,310108
1,0,0,0,1,1,1,1,3,3,3,0,3,0,68.6695,310108
0,0,0,0,1,1,2,0,3,0,3,3,3,3,68.6695,378
1,0,0,0,1,1,0,0,3,0,3,3,3,3,68.6695,379
0,0,0,0,1,1,0,0,0,3,3,3,3,3,68.6695,379
1,0,0,0,1,1,1,0,3,0,3,3,3,3,68.6695,370
1,0,0,0,1,1,0,0,3,0,3,3,0,0,68.6695,370
0,0,0,0,0,1,1,1,3,3,1,2,3,3,68.6695,310108
1,0,0,0,0,1,2,0,3,3,3,3,3,3,68.6695,310108
0,0,0,0,0,1,2,0,3,3,0,3,3,3,68.6695,310108
1,0,0,0,0,1,2,0,3,3,3,2,0,3,68.6695,310108
0,0,0,0,0,1,1,1,3,0,3,1,1,3,68.6695,307
0,0,0,0,0,1,0,1,0,1,3,1,3,3,68.6695,307
0,0,0,0,0,1,0,1,3,0,1,3,3,3,68.6695,307
1,0,0,0,0,1,2,0,3,3,0,3,3,3,68.6695,310108
0,0,0,0,1,1,1,1,3,3,3,0,3,1,68.6695,310108
1,0,0,0,0,1,0,0,3,3,3,0,0,3,68.6695,387
0,0,0,0,0,1,1,1,1,3,0,0,0,1,68.6695,387
1,0,0,0,0,1,2,1,3,1,0,3,3,3,68.6695,310108
0,0,0,0,1,1,0,1,3,3,0,3,3,1,68.6695,310108
1,0,0,0,0,1,1,1,0,0,3,3,0,0,68.6695,397
1,0,0,0,1,1,0,1,0,0,3,3,0,0,68.6695,310108
0,0,0,0,1,1,0,0,3,3,3,1,3,0,68.6695,379
1,0,0,0,1,1,1,0,3,3,3,3,0,3,68.6695,379
1,0,0,0,1,1,1,0,3,3,3,3,3,3,68.6695,379
1,0,0,0,1,1,2,0,3,3,3,0,0,3,68.6695,370
0,0,0,0,1,1,2,0,1,3,0,0,0,1,68.6695,370
1,0,0,0,1,1,0,0,0,0,3,3,0,0,68.6695,370
1,0,0,0,1,1,0,1,3,0,3,3,3,3,68.6695,310108
0,0,0,0,0,1,2,1,1,0,0,0,1,1,68.6695,310108
0,0,0,0,1,1,0,0,3,3,3,0,3,0,68.6695,307
0,0,0,0,0,1,0,1,3,3,3,1,3,0,68.6695,307
0,0,0,0,0,1,1,1,1,3,3,3,0,3,68.6695,307
0,0,0,0,0,1,1,0,3,1,3,3,3,3,68.6695,307
1,0,0,0,0,1,1,1,3,0,1,2,3,3,68.6695,310108
0,0,0,0,1,1,0,1,3,3,3,0,3,0,68.6695,310108
0,0,0,0,0,1,1,0,3,3,3,3,3,0,68.6695,310108
0,0,0,0,0,1,1,1,3,0,3,1,1,3,68.6695,310108
1,0,0,0,0,1,1,1,1,0,3,3,3,3,68.6695,387
1,0,0,0,1,1,2,0,1,3,3,3,3,0,68.6695,387
1,0,0,0,0,1,0,1,1,3,3,3,3,0,68.6695,387
1,0,0,0,0,1,1,0,3,3,3,3,3,3,68.6695,387
0,0,0,0,0,1,1,1,0,0,0,3,0,0,68.6695,310108
0,0,0,0,1,1,1,1,3,0,3,1,3,1,68.6695,310108
1,0,0,0,1,1,0,1,3,0,3,3,0,0,68.6695,310108
0,0,0,0,1,1,0,1,2,2,1,3,3,2,68.6695,378
0,0,0,0,1,1,0,0,0,3,3,3,3,3,68.6695,378
0,0,0,0,1,1,1,1,3,3,1,3,2,3,68.6695,379
1,0,0,0,1,1,2,0,1,0,3,3,3,3,68.6695,370
1,0,0,0,1,1,1,0,3,3,3,3,3,0,68.6695,370
1,0,0,0,1,1,1,0,3,3,3,3,3,3,68.6695,370
1,0,0,0,0,1,2,0,3,3,3,3,0,3,68.6695,310108
0,0,0,0,0,1,1,1,1,0,3,1,3,3,68.6695,310108
1,0,0,0,0,1,2,0,0,3,3,0,3,3,68.6695,310108
0,0,0,0,0,1,2,0,2,2,2,3,3,2,68.6695,307
0,0,0,0,0,1,0,1,0,1,3,3,3,3,68.6695,307
0,0,0,0,0,1,1,0,3,3,2,3,2,3,68.6695,307
1,0,0,0,1,1,0,1,0,0,0,3,3,3,68.6695,310108
0,0,0,0,0,1,1,1,3,1,3,3,3,3,68.6695,310108
0,0,0,0,0,1,2,1,3,0,3,3,1,1,68.6695,310108
0,0,0,0,0,1,0,1,1,3,3,3,3,0,68.6695,310108
1,0,0,0,1,1,1,1,1,3,3,3,0,0,68.6695,310108
0,0,0,0,1,1,1,1,0,3,3,3,1,3,68.6695,310108
0,0,0,0,1,1,0,1,0,1,3,1,3,3,68.6695,310108
1,0,0,0,1,1,1,0,3,3,3,3,0,3,68.6695,310108
0,0,0,0,1,1,1,0,3,3,3,1,3,0,68.6774,287
1,0,0,0,1,1,0,1,3,0,3,3,3,3,68.6774,287
1,0,0,0,0,1,2,0,3,3,3,3,3,0,68.6774,287
0,0,0,0,0,1,1,0,3,3,3,3,0,3,68.6774,287
0,0,0,0,1,1,0,1,3,1,3,3,3,0,68.6774,287
1,0,0,0,0,1,1,1,3,3,3,3,0,1,68.6774,287
0,0,0,0,0,1,0,1,3,1,0,0,3,3,68.6774,287
0,0,0,0,1,1,1,1,2,3,2,2,3,3,68.6774,287
1,0,0,0,1,1,0,0,3,3,0,3,3,3,68.6774,287
0,0,0,0,1,1,0,1,3,1,3,0,3,0,68.6774,287
0,0,0,0,0,1,1,0,0,0,3,3,1,1,68.6774,287
1,0,0,0,1,1,0,0,3,0,3,3,1,3,68.6774,287
1,0,0,0,1,1,0,0,3,3,0,3,0,3,68.6774,287
0,0,0,0,1,1,1,1,3,3,1,1,3,3,68.6774,287
1,0,0,0,1,1,0,0,0,0,0,3,0,3,68.6774,287
1,0,0,0,0,1,2,1,1,3,0,0,3,3,68.6774,287
0,0,0,0,1,1,1,1,0,3,3,3,1,3,68.6774,287
0,0,0,0,0,1,2,0,3,3,3,3,3,0,68.6774,287
0,0,0,0,1,1,2,0,3,0,3,3,1,3,68.6774,287
0,0,0,0,1,1,1,1,2,1,2,1,3,2,68.6774,287
1,0,0,0,1,1,0,0,0,3,3,1,3,3,68.6774,287
1,0,0,0,0,1,2,0,3,3,3,3,0,1,68.6774,287
0,0,0,0,0,1,2,0,1,3,3,3,3,3,68.6774,287
0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.6774,287
1,0,0,0,1,1,1,1,1,3,0,3,3,3,68.6774,287
0,0,0,0,0,1,0,0,3,0,3,3,3,3,68.6774,281010
0,0,0,0,0,1,1,0,3,3,3,3,3,0,68.6774,281010
0,0,0,0,0,1,1,1,3,3,3,3,0,0,68.6774,281010
0,0,0,0,0,1,1,0,3,3,3,3,3,3,68.6774,281010
1,0,0,0,1,1,0,0,3,0,3,3,3,3,68.6774,281010
0,0,0,0,0,1,0,1,3,0,3,3,3,0,68.6774,281010
0,0,0,0,0,1,1,0,3,3,3,3,3,3,68.6774,281010
1,0,0,0,1,1,1,0,3,3,3,3,0,3,68.6774,281010
1,0,0,0,1,1,1,1,3,0,3,3,0,3,68.6774,281010
0,0,0,0,0,1,1,0,3,3,3,3,0,3,68.6774,281010
0,0,0,0,0,1,1,0,3,3,2,3,3,3,68.6774,281010
0,0,0,0,0,1,1,1,3,3,2,3,0,3,68.6774,281010
0,0,0,0,0,1,2,0,0,3,3,3,3,3,68.6774,281010
0,0,0,0,0,1,2,0,0,3,3,3,3,3,68.6774,281010
0,0,0,0,0,1,2,0,0,3,3,3,3,3,68.6774,281010
0,0,0,0,0,1,1,0,2,2,2,1,3,2,68.6774,281010
0,0,0,0,0,1,1,0,2,2,2,1,3,2,68.6774,281010
0,0,0,0,0,1,1,0,3,3,0,0,3,3,68.6774,281010
0,0,0,0,0,1,1,1,0,3,0,0,3,3,68.6774,281010
1,0,0,0,1,1,2,0,3,3,3,3,0,1,68.6774,281010
1,0,0,0,1,1,1,0,0,3,3,3,3,3,68.6774,281010
1,0,0,0,1,1,1,0,3,0,0,3,0,3,68.6774,281010
1,0,0,0,1,1,1,0,3,3,3,3,3,3,68.6774,281010
0,0,0,0,0,1,1,0,3,3,3,3,3,3,68.6774,281010
1,0,0,0,1,1,1,0,3,3,3,3,3,0,68.6774,281010
1,0,0,0,1,1,1,0,3,3,3,3,3,3,68.6774,281010
0,0,0,0,0,1,1,0,3,3,2,3,3,3,68.6774,281010
0,0,0,0,0,1,1,0,2,3,2,1,3,3,68.6774,281010
0,0,0,0,0,1,1,0,2,3,2,1,3,3,68.6774,281010
1,0,0,0,0,1,1,0,3,3,3,3,3,3,68.6774,281010
1,0,0,0,0,1,1,1,3,3,3,3,3,0,68.6774,281010
0,0,0,0,0,1,1,0,0,3,3,3,3,3,68.6774,281010
0,0,0,0,0,1,1,1,0,3,0,0,3,3,68.6774,281010
0,0,0,0,0,1,1,0,3,3,0,0,3,3,68.6774,281010
1,0,0,0,1,1,0,0,0,0,0,0,0,3,68.6774,281010
1,0,0,0,1,1,1,1,3,0,3,3,3,3,68.6774,281010
1,0,0,0,1,1,1,1,3,0,3,3,3,3,68.6774,281010
0,0,0,0,0,1,0,1,2,2,2,1,1,2,68.6774,297
0,0,0,0,0,1,0,1,3,3,0,3,0,1,68.6774,297
0,0,0,0,1,1,0,1,3,3,1,3,3,3,68.6774,297
0,0,0,0,1,1,1,1,1,3,0,0,3,3,68.6774,297
1,0,0,0,1,1,1,0,3,0,3,3,3,3,68.6774,297
0,0,0,0,0,1,1,1,1,3,0,3,3,3,68.6774,297
1,0,0,0,0,1,2,0,3,3,0,0,3,3,68.6774,297
1,0,0,0,0,1,0,1,0,3,3,3,1,3,68.6774,297
0,0,0,0,0,1,1,1,0,3,1,0,3,3,68.6774,297
0,0,0,0,0,1,1,0,3,3,3,3,3,3,68.6774,297
0,0,0,0,0,1,0,1,1,3,2,1,3,3,68.6774,297
1,0,0,0,0,1,0,0,3,3,3,1,3,3,68.6774,297
0,0,0,0,0,1,2,0,0,0,3,3,1,1,68.6774,297
0,0,0,0,1,1,1,0,3,3,3,3,3,3,68.6774,297
1,0,0,0,1,1,2,0,0,0,0,0,0,3,68.6774,297
1,0,0,0,0,1,2,0,3,3,3,3,3,0,68.6774,297
0,0,0,0,1,1,0,1,3,3,3,3,0,1,68.6774,297
0,0,0,0,1,1,2,0,3,0,3,3,1,3,68.6774,297
0,0,0,0,1,1,1,1,3,3,3,3,0,1,68.6774,297
1,0,0,0,1,1,0,1,1,3,3,3,3,3,68.6774,297
0,0,0,0,1,1,1,1,3,3,3,3,3,0,68.6774,297
0,0,0,0,0,1,1,0,3,3,3,3,0,3,68.6774,297
1,0,0,0,1,1,2,0,3,0,0,3,0,3,68.6774,297
0,0,0,0,0,1,0,1,2,3,2,1,3,1,68.6774,297
0,0,0,0,0,1,2,0,1,3,3,3,3,3,68.6774,297
0,0,0,0,0,1,2,0,2,3,2,1,3,2,68.6774,291010
0,0,0,0,0,1,1,0,2,3,2,1,3,2,68.6774,291010
0,0,0,0,1,1,0,0,3,3,3,3,3,0,68.6774,291010
0,0,0,0,0,1,1,0,3,0,3,3,3,3,68.6774,291010
0,0,0,0,0,1,1,0,3,0,3,3,3,3,68.6774,291010
1,0,0,0,1,1,0,0,3,3,3,3,0,3,68.6774,291010
0,0,0,0,0,1,2,0,3,3,3,3,0,3,68.6774,291010
0,0,0,0,0,1,0,0,3,3,0,3,3,3,68.6774,291010
0,0,0,0,0,1,1,1,3,3,0,3,3,3,68.6774,291010
0,0,0,0,0,1,1,0,0,3,3,3,3,3,68.6774,291010
0,0,0,0,0,1,1,1,0,3,3,3,3,3,68.6774,291010
0,0,0,0,0,1,1,1,3,3,0,0,3,3,68.6774,291010
0,0,0,0,0,1,1,1,3,3,0,0,3,3,68.6774,291010
1,0,0,0,1,1,0,0,3,0,3,3,3,3,68.6774,291010
1,0,0,0,1,1,0,0,0,3,3,3,3,3,68.6774,291010
0,0,0,0,0,1,1,1,3,0,3,3,0,3,68.6774,291010
0,0,0,0,0,1,1,1,3,0,3,3,0,3,68.6774,291010
1,0,0,0,1,1,0,0,3,3,3,3,3,0,68.6774,291010
0,0,0,0,0,1,1,1,3,3,3,3,0,0,68.6774,291010
0,0,0,0,1,1,2,0,2,2,2,1,2,2,68.6774,291010
0,0,0,0,1,1,1,0,2,2,2,1,2,2,68.6774,291010
0,0,0,0,0,1,1,0,3,3,0,3,3,3,68.6774,291010
0,0,0,0,0,1,0,0,0,0,0,3,0,3,68.6774,291010
0,0,0,0,0,1,1,0,3,3,3,3,0,3,68.6774,291010
0,0,0,0,0,1,1,1,0,3,3,3,0,3,68.6774,291010
0,0,0,0,0,1,1,0,3,3,3,3,3,0,68.6774,291010
1,0,0,0,1,1,1,0,3,3,3,1,3,0,68.6774,291010
1,0,0,0,1,1,1,1,0,3,3,1,3,0,68.6774,291010
1,0,0,0,1,1,0,0,3,0,3,3,3,3,68.6774,291010
0,0,0,0,0,1,1,0,3,3,3,3,3,0,68.6774,291010
0,0,0,0,0,1,1,1,3,3,3,3,0,0,68.6774,291010
1,0,0,0,1,1,0,0,3,3,0,0,3,3,68.6774,291010
0,0,0,0,0,1,1,0,3,0,3,0,3,3,68.6774,291010
0,0,0,0,0,1,1,0,3,0,3,0,3,3,68.6774,291010
1,0,0,0,1,1,0,0,3,3,0,3,0,3,68.6774,291010
0,0,0,0,0,1,2,0,2,3,2,2,3,3,68.6774,291010
0,0,0,0,0,1,1,0,2,3,2,2,3,3,68.6774,291010
0,0,0,0,0,1,2,0,3,3,3,0,3,0,68.6774,291010
0,0,0,0,0,1,1,0,0,2,2,1,1,2,68.6774,11
0,0,0,0,0,1,2,0,0,3,3,3,3,3,68.6774,11
0,0,0,0,0,1,1,1,0,3,3,3,3,3,68.6774,11
0,0,0,0,0,1,1,1,0,3,0,0,3,3,68.6774,11
0,0,0,0,0,1,1,0,2,3,2,1,3,3,68.6774,11
0,0,0,0,0,1,1,0,0,0,2,1,1,2,68.6774,12
0,0,0,0,0,1,0,1,3,0,3,0,3,0,68.6774,12
0,0,0,0,0,1,1,0,3,0,3,3,3,3,68.6774,12
0,0,0,0,0,1,1,0,2,2,2,1,3,2,68.6774,12
0,0,0,0,0,1,1,0,3,0,3,0,3,3,68.6774,12
0,0,0,0,0,1,1,0,0,0,3,1,1,1,68.6774,13
0,0,0,0,0,1,1,1,3,3,2,3,0,3,68.6774,13
0,0,0,0,0,1,1,1,0,3,0,0,3,3,68.6774,13
0,0,0,0,0,1,1,1,3,3,0,3,3,3,68.6774,13
0,0,0,0,0,1,1,1,3,3,0,0,3,3,68.6774,13
0,0,0,0,0,1,1,0,2,2,2,1,1,2,68.6774,14
1,0,0,0,1,1,1,1,3,0,3,3,0,3,68.6774,14
0,0,0,0,0,1,1,1,3,0,3,3,0,3,68.6774,14
0,0,0,0,1,1,1,0,2,2,2,1,2,2,68.6774,14
0,0,0,0,0,1,1,1,0,3,3,3,0,3,68.6774,14
0,0,0,0,0,1,1,0,0,0,2,1,1,1,68.6774,15
0,0,0,0,0,1,1,0,2,3,2,1,3,2,68.6774,15
0,0,0,0,0,1,1,1,3,3,3,3,0,0,68.6774,15
0,0,0,0,0,1,1,1,3,3,3,3,0,0,68.6774,15
1,0,0,0,1,1,1,1,0,3,3,1,3,0,68.6774,15
0,0,0,0,0,1,1,1,3,3,3,3,0,0,68.6774,15
0,0,0,0,0,1,1,0,0,0,3,1,1,1,68.6774,16
0,0,0,0,0,1,1,0,3,3,3,3,3,3,68.6774,16
0,0,0,0,0,1,1,0,2,3,2,1,3,3,68.6774,16
1,0,0,0,0,1,1,1,3,3,3,3,3,0,68.6774,16
1,0,0,0,1,1,1,1,3,0,3,3,3,3,68.6774,16
0,0,0,0,1,1,1,0,3,3,3,1,3,0,68.6774,10
0,0,0,0,0,1,1,1,3,3,3,3,0,1,68.6774,10
0,0,0,0,1,1,0,1,3,1,3,3,3,0,68.6774,10
0,0,0,0,0,1,1,0,3,3,0,3,0,3,68.6774,10
